Key,ShortKey,Source,Row,Module,Field,Character,CN,JA
AvgDialog_10133_Content_25,adov,avg序章_AvgDialog_C_M.csv,238,AvgDialog,Content,诃勒特,……我想，在众多届新生中，没有谁比你们更能体会这段话的沉重。,……多くの新入生の中で、あなたたちほどこの言葉の重みを理解できる者はいないでしょう。
AvgDialog_10133_Content_26,adow,avg序章_AvgDialog_C_M.csv,239,AvgDialog,Content,诃勒特,这三百年间，黑池中曾经几度浮起过银芯、融蚀异变体等异常存在，但这种级别的异变，还是第一次发生。,この三百年間、昏き海にはシルバーコアや融蝕生物などの異常な存在が何度も浮かび上がってきましたが、このれべるの異変は初めてです。
AvgDialog_10133_Content_27,adox,avg序章_AvgDialog_C_M.csv,240,AvgDialog,Content,诃勒特,有很多人再也没能回来。,多くの者が、帰らぬ人となりました。
AvgDialog_10133_Content_28,adoy,avg序章_AvgDialog_C_M.csv,241,AvgDialog,Content,,说话的人是弥萨格生命科学院代理院长诃勒特，传说中她能够看见异种生物，是前任院长最钟爱的学生。,話しているのは、ミサゴ大学の学長代理ハレト。彼女は異種生物を見ることができると言われ、前学長に最も愛された学生だった。
AvgDialog_10133_Content_29,adoz,avg序章_AvgDialog_C_M.csv,242,AvgDialog,Content,诃勒特,与融蚀相关的事件总是伴随着意外、疯狂和死亡，这就是我们这条道路上必然的经历。,"融蝕に関する事件は、つねに事故や狂気、死を伴います。
それは私たちが道を進む上で避けては通れない出来事です。"
AvgDialog_10133_Content_30,adoB,avg序章_AvgDialog_C_M.csv,243,AvgDialog,Content,,"你理解诃勒特话语中的含义。
你前方的墓碑下空无一人。","ハレトの言葉の意味を理解する。
目の前の墓の下には誰もいない。"
AvgDialog_10133_Content_31,adoC,avg序章_AvgDialog_C_M.csv,244,AvgDialog,Content,,墓碑之上，黑色的黏液缓缓流淌。,墓の上を黒い粘液がゆっくりと流れている。
AvgDialog_10133_Content_32,adoD,avg序章_AvgDialog_C_M.csv,245,AvgDialog,Content,,……,……
AvgDialog_10133_Content_33,adoE,avg序章_AvgDialog_C_M.csv,246,AvgDialog,Content,,仪式结束后，德克斯特勋爵将你邀请到了他的办公室。,儀式が終わると、デクスター卿はあなたを自身の執務室に招待した。
AvgDialog_10133_Content_34,adoF,avg序章_AvgDialog_C_M.csv,247,AvgDialog,Content,,"“德克斯特”这个名字你很熟悉，这是拉蒙娜的姓氏。
这位“德克斯特勋爵”是你的教授，也是拉蒙娜的养父。","あなたは「デクスター」という名前を知っている。
それは、ラモンナの姓でもある。
この「デクスター卿」はあなたにとっての教授であり、ラモンナの養父でもある。"
AvgDialog_10133_Content_35,adoG,avg序章_AvgDialog_C_M.csv,248,AvgDialog,Content,德克斯特,我在报告中看到了这部分内容，有件事需要拜托你。,"報告書を見たよ。
君に頼みがあるんだ。"
AvgDialog_10133_Content_36,adoH,avg序章_AvgDialog_C_M.csv,249,AvgDialog,Content,德克斯特,关于“塔薇”的容貌……能否请你对拉蒙娜保密？,"「タヴィ」の外見についてだが……
ラモンナには内緒にしてもらえないか？"
AvgDialog_10133_Content_37,adoI,avg序章_AvgDialog_C_M.csv,250,AvgDialog,Content,玩家,为什么？,なぜですか？
AvgDialog_10133_Content_38,adoJ,avg序章_AvgDialog_C_M.csv,251,AvgDialog,Content,德克斯特,怎么说呢……背后的因果相当复杂，一时半刻有点难以表述。,なんというか……因果関係が複雑で、説明が難しいな。
AvgDialog_10133_Content_39,adoK,avg序章_AvgDialog_C_M.csv,252,AvgDialog,Content,德克斯特,不过，我迟早会让她知道的，只是不是现在。,いずれ彼女に知らせるつもりだが、今はまだそのときではない。
AvgDialog_10133_Content_40,adoM,avg序章_AvgDialog_C_M.csv,253,AvgDialog,Content,德克斯特,这并非弥萨格保密需求考虑，而是一位希望保护女儿的父亲的请求。,これはミサゴ大学の機密保持のためではなく、娘を守りたいという父親の願いだ。
AvgDialog_10133_Content_41,adoN,avg序章_AvgDialog_C_M.csv,254,AvgDialog,Content,德克斯特,拜托，给我们一点时间，可以吗？,頼むよ、少し時間をくれないか？
AvgDialog_10133_Content_42,adoO,avg序章_AvgDialog_C_M.csv,255,AvgDialog,Content,,虽然你希望知道真相，但还是点头答应。,真実を知りたいとは思ったが、うなずいて同意した。
AvgDialog_10133_Content_43,adoP,avg序章_AvgDialog_C_M.csv,256,AvgDialog,Content,德克斯特,"感谢你的理解。
说起来，最近正好有一批御用调和威士忌送到，我央人偷偷留了两瓶。",分かってくれてありがとう。そういえば最近いいウイスキーが届いたばかりで、こっそり二本取っておいたんだ。
AvgDialog_10133_Content_44,adoQ,avg序章_AvgDialog_C_M.csv,257,AvgDialog,Content,德克斯特,拿去吧，叫上拉蒙娜一起，品尝一下大人的味道——就当是你的专属迎新仪式，怎么样？,"ラモンナを誘って、大人の味を楽しんでみるのはどうだい？
これは君専用の歓迎式典ということでさ。"
AvgDialog_10133_Content_45,adoR,avg序章_AvgDialog_C_M.csv,258,AvgDialog,Content,威廉,"只怕不合适吧，德克斯特勋爵。
融蚀可不会在我们休息的时候停止扩散。","それは不適切ではないですか、デクスター卿。
融蝕の拡大は待ってくれませんよ。"
AvgDialog_10133_Content_46,adoS,avg序章_AvgDialog_C_M.csv,259,AvgDialog,Content,德克斯特,"哎呀，威廉还是找到这里来了。
那我可救不了你了，小家伙。","おっと、ウィリアムが来たのか。
それじゃあ私にできることはないな。すまないね、新人くん。"
AvgDialog_10133_Content_47,adoT,avg序章_AvgDialog_C_M.csv,260,AvgDialog,Content,威廉,卷宗已经整理完毕，可以准备出勤了，新晋守密人。,"書類の整理は完了した。
新任守秘者よ、準備は整っている。"
AvgDialog_10133_Content_48,adoU,avg序章_AvgDialog_C_M.csv,261,AvgDialog,Content,威廉,愿银钥指引前路。,銀の鍵の導きがあらんことを。
AvgDialog_81620_Content_1,aqyJ,avg序章_AvgDialog_C_M.csv,263,AvgDialog,Content,拉蒙娜,好难缠的敌人……别害怕，守密人，弥萨格早就为这种危机状况准备好了对策。,"手ごわい敵ね……でも大丈夫。
ミサゴはこの危機に対処する準備をしてあるわ。"
AvgDialog_81620_Content_2,aqyK,avg序章_AvgDialog_C_M.csv,264,AvgDialog,Content,拉蒙娜,点击激活手中的应急灵知体吧，里面珍贵的精神力量会瞬间激发唤醒体的潜力，让大家恢复最佳状态。,手元の復活の魂魄を使ってみて。神秘的な力が覚醒体の潜在能力を引き出して、みんなをベストな状態に戻してくれるわ。
AvgDialog_81620_Content_3,aqyL,avg序章_AvgDialog_C_M.csv,265,AvgDialog,Content,拉蒙娜,在战斗的关键时刻使用应急灵知体，是可以让局面反败为胜的最终手段，请谨慎选择使用吧，你的安危始终是最重要的。,戦いの鍵となる復活の魂魄は、逆転の切り札でもあるから、使うタイミングには気をつけて。あなたの安全が一番大事よ。
AvgDialog_84354_Content_1,bvTx,avg序章_AvgDialog_C_M.csv,266,AvgDialog,Content,拉蒙娜,守密人，在遭遇致命伤害时，有可能触发死亡抵抗。就像现在这样。,致命的なダメージを受けたとき、死亡抵抗が発動することがあるわ。今のようにね。
AvgDialog_84354_Content_2,bvTy,avg序章_AvgDialog_C_M.csv,267,AvgDialog,Content,拉蒙娜,那是唤醒体在躯体濒临崩解时强行爆发了自身能量。它能帮助你免疫该致命伤害，并保留1点生命。,覚醒体は肉体の崩壊に瀕した時、自身のエネルギーを強制的に爆発させて、ダメージを無効化し、ライフ1で耐えることができるの。
AvgDialog_84354_Content_3,bvTz,avg序章_AvgDialog_C_M.csv,268,AvgDialog,Content,拉蒙娜,<Blue:成功后，死亡抵抗的触发难度会不断增加。>我必须提醒你，与其依赖运气，不如将命运掌握在手中。,<Blue:死亡抵抗は成功するたびに、その後の発動が難しくなっていくわ。>覚えておいて、運に頼るより自らの手で道を切り開きましょう。
AvgDialog_84354_Content_4,bvTA,avg序章_AvgDialog_C_M.csv,269,AvgDialog,Content,拉蒙娜,继续前行吧，守密人。不要害怕，无论前路如何，我都会永远陪伴着你。,進み続けましょう、守秘者。大丈夫、この先何があろうと、私はあなたの傍にいるわ。
