StageGroup_15935_Name,aRcG,g关卡组_StageGroup_A.csv,8,StageGroup,Name,,入学日,Enrollment Day
Stage_7903_Desc,aVgf,g关卡_Stage_A.csv,380,Stage,Desc,,我多想永远不用长大，每一天都和你这样看星星。\n我多想快一点快一点长大，就能保护你们所有人。,"How I wish that I never had to grow up, so that I could spend every day stargazing with you.\nHow I wish that I could grow up faster, so that I could protect all of you."
Stage_7901_Name,aVga,g关卡_Stage_A.csv,382,Stage,Name,,良心之重,Burden of Conscience
Stage_7993_Desc,aVlv,g关卡_Stage_A.csv,387,Stage,Desc,,位于北约克郡的海边小镇——斯卡伯勒。这里拥有高耸的悬崖与金色的海湾，是一处优雅迷人的度假胜地。,"A seaside town in North Yorkshire—Scarborough. Featuring towering cliffs and golden bays, it is an elegant and charming holiday destination."
Stage_7995_Desc,aVlB,g关卡_Stage_A.csv,389,Stage,Desc,,一只小老鼠，一只小老鼠。\n跑啊，跑啊，她用切肉刀割掉它的尾巴。,"One little mouse, one little mouse.\nRun, run! She cut off its tail with a cleaver."
Stage_8001_Desc,aVlT,g关卡_Stage_A.csv,392,Stage,Desc,,没错，宝贝。尽情地哭吧，把你的痛苦当作绝世名作一样装裱起来。,"That's right, baby. Cry all you want, and frame your pain like a masterpiece."
Stage_8163_Name,aVvd,g关卡_Stage_A.csv,393,Stage,Name,,不朽的低语,Whispers of the Immortal
Stage_7915_Desc,aVgP,g关卡_Stage_A.csv,395,Stage,Desc,,追溯地狱犬“刻耳柏洛斯”的流言，弥萨格的调查员们来到伦蒂尼恩远郊的小镇拉伊，探寻失踪案背后的隐秘……,"Following rumors of the hellhound ""Cerberus,"" Mythag investigators arrive at the outskirts of a small town called Rye near Londinium, looking to uncover the mystery behind the disappearances..."
Stage_7917_Name,aVgW,g关卡_Stage_A.csv,396,Stage,Name,,好消息，坏消息,"Good News, Bad News"
Stage_7916_Desc,aVgS,g关卡_Stage_A.csv,397,Stage,Desc,,癫狂的语调，浓烈的腥气，这就是来自拉伊的欢迎仪式。,A frenzied tone; a bloody stench—this is the welcome ceremony of Rye.
Stage_7912_Name,aVgH,g关卡_Stage_A.csv,398,Stage,Name,,袖中王牌,Ace Up My Sleeve
Stage_7911_Desc,aVgD,g关卡_Stage_A.csv,399,Stage,Desc,,祝您旅途愉快。,Wishing you a pleasant journey.
Stage_7914_Desc,aVgM,g关卡_Stage_A.csv,400,Stage,Desc,,在地铁内，你们遭到了神秘刺客的袭击……,"In the subway, you were attacked by a mysterious assassin..."
Stage_7913_Desc,aVgJ,g关卡_Stage_A.csv,401,Stage,Desc,,与达芙黛尔夫人的往来，永远是由交易构成的。达芙黛尔出现，向你们提出了交易，而神秘的袭击者是否会认可这一交易呢？,"Interactions with the Lady Daffodil are always transactional. Lady Daffodil appears and proposes a deal, but will the mysterious attacker accept this transaction?"
Stage_8164_Desc,aVvf,g关卡_Stage_A.csv,404,Stage,Desc,,荒芜的铁路桥下，庞大臃肿的怪物发出古怪的低吼。要抵达拉伊疯人院，就必须跨过这里。,"Under the desolate railway bridge, a massive, bloated monster emits strange growls. To reach the Rye Sanatorium, you must first cross here."
Stage_7963_Desc,aVjD,g关卡_Stage_A.csv,406,Stage,Desc,,当勋贵们痛失权柄，当豪富们倾家荡产，他们寸步难行，就像你现在这样。,"When the nobles lose their power and the wealthy lose their fortunes, they are rendered helpless—just as you are now."
Stage_7961_Name,aVjy,g关卡_Stage_A.csv,408,Stage,Name,,记忆碎片,Memory Fragments
Stage_7961_Desc,aVjx,g关卡_Stage_A.csv,408,Stage,Desc,,日记是记忆的碎片。\n调查中总是会发现日记的。,Diaries are fragments of memory.\nDiaries are always discovered during investigations.
Stage_7958_Desc,aVjo,g关卡_Stage_A.csv,413,Stage,Desc,,你沉睡在夜晚的寂静之中，\n没有剩下任何的疑惑或争端，\n就像拥有永恒的拥抱，\n我们躺在平静的安定之中。,"You sleep in the stillness of the night, with no doubts or disputes remaining;\nlike an eternal embrace, we rest in tranquil peace."
Stage_8143_Desc,aVtU,g关卡_Stage_A.csv,415,Stage,Desc,,锋锐的利刺打破绝对的圆弧，并非“刻耳柏洛斯”之物自裂隙生出。,"Sharp spines pierced through the previously flawless arc—what emerged from the rift was something other than ""Cerberus""."
Stage_7878_Name,aVeJ,g关卡_Stage_A.csv,417,Stage,Name,,十面埋伏,Ambushed From All Sides
Stage_7878_Desc,aVeI,g关卡_Stage_A.csv,417,Stage,Desc,,夜晚的港口，淳朴的居民，热情的款待。,"The port at night, the simple residents, and their warm hospitality."
Stage_8119_Desc,aVsD,g关卡_Stage_A.csv,418,Stage,Desc,,退无可退之时，训练有素的伙伴往往是破局的关键——拉蒙娜再次教会了你这点。,"When there's no way out, a well-trained partner is often the key to breaking through—Ramona has taught you this lesson once again."
Stage_7876_Desc,aVew,g关卡_Stage_A.csv,419,Stage,Desc,,踏破诸海而过的，除了敌人，或许还有希望的微光。,"Traversing across the many seas—besides enemies, perhaps there may also be a glimmer of hope."
Stage_8083_Desc,aVqz,g关卡_Stage_A.csv,422,Stage,Desc,,那是意图斩破海洋之人的巨刃，是意图踏平诸海之人的野心。,It was the colossal blade of one who intended to cleave the ocean; it was the ambition of one who intended to subjugate all seas.
Stage_7881_Desc,aVeR,g关卡_Stage_A.csv,424,Stage,Desc,,第二颗心脏在墨菲体内跳动着，阻止「降生仪式」迫在眉睫。,"A second heart beats within Murphy—we must prevent the imminent ""Birth Ritual""."
Stage_7971_Desc,aVkb,g关卡_Stage_A.csv,428,Stage,Desc,,那绝非受到期待的生命，只是污浊的寄生虫罢了。,That was not a being that was ever desired; merely a filthy parasite.
Stage_7972_Desc,aVke,g关卡_Stage_A.csv,429,Stage,Desc,,驶向陆地，驶向一线生机。,Sail towards land—towards a glimmer of hope.
Stage_7973_Desc,aVkh,g关卡_Stage_A.csv,430,Stage,Desc,,夜色被暗流侵蚀，星辰失声。潜藏着转折与风雨的危机之月，静默映照着未知的未来。,"The night is eroded by undercurrents, and the stars fall silent. The crisis moon, fraught with twists and storms, quietly reflects an unknown future."
Stage_7974_Desc,aVkk,g关卡_Stage_A.csv,431,Stage,Desc,,在无尽夜幕的漆黑中追逐着那诱人的光明，犹如一只逐火之蛾，不顾一切地向着命运的焰火翱翔。,"Chasing the alluring light within the endless darkness of night, like a moth drawn to a flame; soaring toward the flames of destiny, heedless of all else."
Stage_7976_Desc,aVkw,g关卡_Stage_A.csv,433,Stage,Desc,,在命运的狂风中颤抖、挣扎，但它不会真正地飘零。,"You may tremble and struggle in the stormy winds of fate, but you will never truly drift away."
Stage_48039_Desc,aSuy,g关卡_Stage_A.csv,443,Stage,Desc,,注意留心棋盘对面的阴影。\n真正的对手，向来不在棋局之内。,Pay close attention to the shadows on the other side of the board.\nThe true opponent is never within the game.
Stage_48054_Desc,aSvo,g关卡_Stage_A.csv,446,Stage,Desc,,命运如密集的织网，所有线索于终点交汇，以死亡作注解。,"Fate is a densely-woven web—all threads converge at the end, with death as the annotation."
Stage_48055_Desc,aSvr,g关卡_Stage_A.csv,448,Stage,Desc,,火是千年古树熊熊燃烧的热度。\n种是万代传承绵延不息的希望。,Fire is the blazing heat of a millennium-old tree.\nSeeds are the enduring hope passed down through countless generations.
Stage_59051_Desc,aTKh,g关卡_Stage_A.csv,449,Stage,Desc,,「弥萨格独立于雷欧王国政府及密斯底亚协定审查会的管辖范围。凡未经授权擅入者，均视作非法入侵，弥萨格有权充分行使自卫权。」,"""Mythag is independent of the jurisdiction of both the Kingdom of Leonia and the Mystia Treaty Committee. Any unauthorized entry shall be regarded as unlawful intrusion, and Mythag reserves the full right to exercise self-defense."""
Stage_59055_Desc,aTKt,g关卡_Stage_A.csv,453,Stage,Desc,,坎坷，漫长，虚无。每个人都有自己将要面对的道路。\n当你终于站在起点，你是否有足够的勇气，凝望你的远方？,"Rough, long, illusory. Everyone has their own path to face.\nWhen you finally stand at the starting point, do you have the courage to gaze into the distance ahead of you?"
Stage_59052_Name,aTKl,g关卡_Stage_A.csv,454,Stage,Name,,存续之道,Path of Continuation
Stage_59056_Desc,aTKw,g关卡_Stage_A.csv,456,Stage,Desc,,无从哀求。无从逃避。这是这个世界的命运。\n战胜祂们。杀死祂们。然后，拯救祂们。,"No way to plead. No way to escape. This is the fate of this world.\nDefeat them. Kill them. And then, save them."
Stage_59057_Name,aTKA,g关卡_Stage_A.csv,457,Stage,Name,,第三乐章,The Third Movement
Stage_59057_Desc,aTKz,g关卡_Stage_A.csv,457,Stage,Desc,,轻松的舞曲，愉悦的谐谑，缺乏变化的庸俗之作。\n没错，在第三乐章小憩吧。这里安全，平静，毫无意外。,"Lighthearted dance music, joyful banter, and a dull, monotonous work.\nYes, take a rest during the third movement. It's safe, calm, and uneventful."
Stage_59508_Desc,aTMf,g关卡_Stage_A.csv,459,Stage,Desc,,「生存，还是毁灭？」,"""To survive, or to perish?"""
Stage_59511_Desc,aTMo,g关卡_Stage_A.csv,460,Stage,Desc,,铭记是你的誓言，遗忘是你的祭礼。,To remember is your vow; to forget is your ritual.
Stage_66018_Name,aTMK,g关卡_Stage_A.csv,462,Stage,Name,,济贫院·悲泣之视,Almshouse: Vision of Lament
Stage_66018_Desc,aTMJ,g关卡_Stage_A.csv,462,Stage,Desc,,祂是无上的意志，宇宙的造物主，万物的终结者。\n在祂的面前悲泣吧。为你们孱弱的勇气，为祂无尽的权柄。,"He is the Supreme Will, the Creator of the universe, and the Ender of all things. \nWail before Him. For your frail courage, for His boundless authority."
Stage_67901_Desc,aTNw,g关卡_Stage_A.csv,463,Stage,Desc,,无须担心，恐惧是生物最原始的本能。\n神明从不为难任何一只蝼蚁。祂以苏醒为你们赐福。,"Do not worry, for fear is the most primal instinct of living beings.  \nGod never troubles even a single ant. He blesses you with awakening."
Stage_67900_Desc,aTNt,g关卡_Stage_A.csv,464,Stage,Desc,,感受疼痛吧，感受无上意志最原始的馈赠。\n在疼痛中，窥见造物主的威仪。,"Feel the pain; feel the most primal gift of the Supreme Will.  \nThrough pain, you may glimpse the majesty of the Creator."
Stage_67899_Desc,aTNq,g关卡_Stage_A.csv,465,Stage,Desc,,不必挣扎。不必抗争。不必尝试理解不可理解之物。\n在无上意志的目光中，迎接梦境的终结。,"There is no need to struggle. There is no need to resist. Why attempt to comprehend the incomprehensible?\nUnder the gaze of the Supreme Will, let us embrace the end of the dream."
Stage_67898_Desc,aTNn,g关卡_Stage_A.csv,466,Stage,Desc,,歌咏吧，伟大的造物主！\n在祂入梦时，生民繁荣兴盛。\n在祂睁眼时，万物化为尘埃。,"Sing, sing of our great Creator!\nWhen He dreams, the living prosper.\nWhen He opens His eyes, all things turn to dust."
Stage_67897_Desc,aTNk,g关卡_Stage_A.csv,467,Stage,Desc,,盲目痴愚的洪流上，秩序的楼阁轰然坍塌。\n理性从未存在过，唯有疯狂是你们的归宿。,"Upon the torrent of blind folly, the tower of order collapses. \nRationality has never existed; only madness is your destiny."
Stage_67918_Desc,aTOv,g关卡_Stage_A.csv,468,Stage,Desc,,那宏伟的文明，那人间的悲欢，那环绕你远离你的无数的人，从未存在过。梦境的消解，终将诞临。\n忘却吧，守密人们。忘却是最隆重的苦难。\n忘却是至福的解药。,"That magnificent civilization, those joys and sorrows of the human world, the countless people around you who have come and went—have never existed. The dissolution of dreams shall ultimately arrive.\nForget, Keeper. Oblivion is the grandest of sufferings.\nOblivion is the remedy of supreme bliss."
Stage_67917_Desc,aTOs,g关卡_Stage_A.csv,469,Stage,Desc,,对蚍蜉而言，生存与毁灭从不是问题。\n它们生来便是要面对巨树的。,"To ants, life and death have never been a concern.\nThey are born to struggle against the inevitable."
