Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
Skill_126490_Desc_0,bOlY,j技能表_Skill_A.csv,1595,Skill,Desc,阿拉克涅,阿拉克涅获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：「湮灭」改为选择 1 张超维空间的指令卡取出，赋予「下次打出后额外生效 1 次」，使下 1 张打出的指令卡触发<SingularityKeywords3:维度穿梭>。,"Arachne gains <Energy:[Energy:Arg1]> Aliemus. <ExaltIconKeywords:Rouse>: ""Annihilation"" changes to: ""Pull a chosen card out from Ultra Space and into your hand; it takes effect twice when played. The next Command Card played triggers <SingularityKeywords3:Dimension Shuttle>."""
Skill_126490_Desc_15,bSNP,j技能表_Skill_A.csv,1595,Skill,Desc,阿拉克涅,阿拉克涅获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：「湮灭」改为选择 1 张超维空间的指令卡取出，赋予「下次打出后额外生效 1 次」，使下 1 张打出的指令卡触发<SingularityKeywords3:维度穿梭>。释放「湮灭」后立刻对所有敌人造成等同于 50％「命运裁断」的固定伤害，下次狂气爆发造成的伤害强效和护盾提高 50％。,"Arachne gains <Energy:[Energy:Arg1]> Aliemus. <ExaltIconKeywords:Rouse>: ""Annihilation"" changes to: ""Pull a chosen card out from Ultra Space and into your hand; it takes effect twice when played. For each enemy, deal <RealDamage:Fixed DMG> to them equal to 50% of their <CutKeywords:Final Verdict>. Shield and DMG Amplification gained from Arachne's next Exalt +50%. The next Command Card played triggers <SingularityKeywords3:Dimension Shuttle>."""
Skill_133366_Desc_0,bSbZ,j技能表_Skill_A.csv,1596,Skill,Desc,阿拉克涅,对所有敌人造成 [FateCut:Arg1] 点<CutKeywords:命运裁断>，生成 1 张「<DerivativeCardKeywords_138:牵丝引命>」置入手中<SilkKeywords1:>,"Inflict [FateCut:Arg1] <CutKeywords:Final Verdict> on all enemies, then create 1 ""<DerivativeCardKeywords_138:Guiding Strings>."""
Skill_133366_tempBattleDesc_1,bSfn,j技能表_Skill_A.csv,1596,Skill,tempBattleDesc,阿拉克涅,对所有敌人造成 [FateCut:Arg1] 点<CutKeywords:命运裁断>，生成 1 张「<DerivativeCardKeywords_138:牵丝引命>」置入手中。,"Inflict [FateCut:Arg1] <CutKeywords:Final Verdict> on all enemies, then create 1 ""<DerivativeCardKeywords_138:Guiding Strings>."""
Skill_133366_tempBattleDesc_2,bSfo,j技能表_Skill_A.csv,1596,Skill,tempBattleDesc,阿拉克涅,对所有敌人造成 [FateCut:Arg1] 点<CutKeywords:命运裁断>，生成 1 张「<DerivativeCardKeywords_138:牵丝引命>」置入手中，抽牌堆、弃牌堆。,"Inflict [FateCut:Arg1] <CutKeywords:Final Verdict> on all enemies, then create 3 ""<DerivativeCardKeywords_138:Guiding Strings>;"" 1 in hand, 1 in the Draw Pile, and 1 in the Discard Pile."
Skill_133365_Desc_0,bSbU,j技能表_Skill_A.csv,1597,Skill,Desc,阿拉克涅,获得 <Block:[Block:Arg1]> 点护盾，其他唤醒体获得 <Energy:[Energy:Arg2]> 点狂气，下次「永恒织造」会生成额外的「<DerivativeCardKeywords_138:牵丝引命>」置入抽牌堆和弃牌堆。,"Gain <Block:[Block:Arg1]> Shield. Grant all other Awakeners <Energy:[Energy:Arg2]> Aliemus. The next ""Eternal Loom"" creates 2 additional ""<DerivativeCardKeywords_138:Guiding Strings>;"" 1 in the Draw Pile, and 1 in the Discard Pile."
Skill_133381_Desc_0,bSUk,j技能表_Skill_A.csv,1598,Skill,Desc,阿拉克涅,获得 5 层临时<SingularityKeywords2:奇点棱镜>，对生命最低敌人造成 [FateCut:Arg2] 点<CutKeywords:命运裁断>。,"Gain 5 Temporary stacks of <SingularityKeywords2:Singularity Prism>, and inflict [FateCut:Arg2] <CutKeywords:Final Verdict> on the enemy with lowest HP."
Skill_133381_Desc_3,bSUl,j技能表_Skill_A.csv,1598,Skill,Desc,阿拉克涅,获得 10 层临时<SingularityKeywords2:奇点棱镜>，对生命最低敌人造成 [FateCut:Arg2] 点<CutKeywords:命运裁断>。,"Gain 10 Temporary stacks of <SingularityKeywords2:Singularity Prism>, and inflict [FateCut:Arg2] <CutKeywords:Final Verdict> on the enemy with lowest HP."
Skill_135916_Desc,bSUm,j技能表_Skill_A.csv,1599,Skill,Desc,阿拉克涅,获得 10 层临时<SingularityKeywords2:奇点棱镜>，对生命最低敌人造成 [FateCut:Arg2] 点<CutKeywords:命运裁断>。,"Gain 10 Temporary stacks of <SingularityKeywords2:Singularity Prism>, and inflict [FateCut:Arg2] <CutKeywords:Final Verdict> on the enemy with lowest HP."
Skill_126488_Desc_0,bNAV,j技能表_Skill_A.csv,1600,Skill,Desc,,失去 [Arg1]％ 最大生命，获得 1 层<SilkKeywords:织命>。本场战斗「<DerivativeCardKeywords_138:牵丝引命>」失去的生命和阿拉克涅造成的<CutKeywords:命运裁断>提高 [Arg2]％。虚无：阿拉克涅随机获得 15~30 点狂气。,"Lose <Damage:[Arg1]%> of Max HP and gain 1 stack of <SilkKeywords:Weaver>.\nThis battle, HP lost from <DerivativeCardKeywords_138:Guiding Strings> and <CutKeywords:Final Verdict> dealt by Arachne each increase by 10%.\n<NothingnessIconKeywords:Fleeting>: Arachne randomly gains <Energy:15>~<Energy:30> Aliemus."
Skill_126488_BattleDesc_0,bNAT,j技能表_Skill_A.csv,1600,Skill,BattleDesc,,失去 [Float:Arg3]％ 最大生命( [Arg4] )，获得 1 层<SilkKeywords:织命>。本场战斗「<DerivativeCardKeywords_138:牵丝引命>」失去的生命和阿拉克涅造成的<CutKeywords:命运裁断>提高 [Arg2]％。虚无：阿拉克涅随机获得 15~30 点狂气。,"Lose <Damage:[Arg4]> ([Float:Arg3]% of Max) HP and gain 1 stack of <SilkKeywords:Weaver>.\nThis battle, HP lost from <DerivativeCardKeywords_138:Guiding Strings> and <CutKeywords:Final Verdict> dealt by Arachne each increase by 10%.\n<NothingnessIconKeywords:Fleeting>: Arachne randomly gains <Energy:15>~<Energy:30> Aliemus."
State_3039_Name,aWJm,z状态表_State_A.csv,35,State,Name,,获得 [DescArg1] 点力量,Gain [DescArg1] <PowerIconKeywords:STR>
State_3281_Desc,aWWb,z状态表_State_A.csv,38,State,Desc,,提高造成的主动伤害。,Active DMG is increased by 1 for each stack of <PowerIconKeywords:STR>.\n(Tentacle DMG benefits from 50% of <PowerIconKeywords:STR>.)
State_3281_WeaponDesc,aWWd,z状态表_State_A.csv,38,State,WeaponDesc,,造成的伤害提高。,Increases Active DMG dealt.
State_2712_Desc,aWru,z状态表_State_A.csv,39,State,Desc,,提高造成的护盾。,Shield gained from sources with Alert is increased by 1 for each stack of Alert.
State_2712_WeaponDesc,aWrw,z状态表_State_A.csv,39,State,WeaponDesc,,获得的护盾提高。,Increases Shield generation.
State_3773_Desc,aXFV,z状态表_State_A.csv,41,State,Desc,,回合结束时受到等量层数的伤害。,"At turn end, take 1 DMG for each stack of Poison."
State_3773_WeaponDesc,aXFX,z状态表_State_A.csv,41,State,WeaponDesc,,回合开始时受到伤害。,Take DMG at turn end.
State_3514_Desc,aXjg,z状态表_State_A.csv,42,State,Desc,,回合结束时受到等量层数的伤害并移除该状态。,"At turn end, remove all stacks of Bleed, and take 1 DMG for each stack removed."
State_3514_WeaponDesc,aXji,z状态表_State_A.csv,42,State,WeaponDesc,,回合开始时受到伤害。,Take DMG at turn end.
State_2432_Desc,aVXt,z状态表_State_A.csv,43,State,Desc,,承受的所有伤害提高 50 %，回合结束时移除 1 层。,All DMG received is increased by 50%. Remove 1 stack at the end of each turn.
State_3212_Desc,aWSx,z状态表_State_A.csv,44,State,Desc,,造成的所有伤害降低 25 %，回合结束时移除 1 层。,All DMG dealt is reduced by 25%. Remove 1 stack at the end of each turn.
State_2586_Desc,aWkH,z状态表_State_A.csv,45,State,Desc,,获得的所有护盾降低 25 %，回合结束时移除 1 层。,All Shield gained is reduced by 25%. Remove 1 stack at the end of each turn.
State_3260_Desc,aWUW,z状态表_State_A.csv,49,State,Desc,,超维空间达到上限时，获得一个额外回合，此回合不再抽牌，而是将超维空间卡牌置入手牌。,"If Ultra Space is full at turn end, an Ultra Round begins. During this extra turn, pull all cards from Ultra Space into your hand instead of drawing from the Draw Pile."
State_2888_Desc,aWAM,z状态表_State_A.csv,51,State,Desc,,若手牌中存在「胚胎」，消耗 1 张并触发后续效果。,"Caro Awakeners' Exalts will consume an Embryo card in hand to trigger Devour, modifying the effects of their Exalt."
State_2603_Desc,aWlD,z状态表_State_A.csv,52,State,Desc,,若手牌中存在「胚胎」，消耗所有「胚胎」，每 1 张胚胎触发 1 次后续效果。,Infinite Devour Exalts will consume all Embryo cards in hand and trigger the Devour effect once for each Embryo consumed.
State_54416_Desc,aYzO,z状态表_State_A.csv,53,State,Desc,,唤醒体最大积攒狂气翻倍。若狂气达到双倍基础狂气可释放超限爆发，释放狂气爆发后剩余狂气减半。,"Once Over-Exaltation is unlocked, the Aliemus gauge can be filled to twice Base Aliemus. Reaching a second full charge upgrades the Exalt to Over-Exaltation, adding powerful bonus effects. Releasing a regular Exalt instead will consume 50% of any surplus Aliemus."
State_2410_Desc,aVUz,z状态表_State_A.csv,55,State,Desc,,无法行动 1 回合。被石化过的敌人无法再次被施加石化效果。,Cannot act for 1 turn. Previously Petrified enemies can't be Petrified again. 
State_2735_Desc,aWsC,z状态表_State_A.csv,56,State,Desc,,若此卡打出后触发「维度穿梭」或当前处于超维回合，触发后续效果。,"A card's Leap effects will trigger when played during an Ultra Round or if it triggers ""<SingularityKeywords3:Dimension Shuttle>."""
State_133372_Desc,bScV,z状态表_State_A.csv,57,State,Desc,,若当前处于超维回合，触发奇点折跃效果。「奇点湮灭」也可使本回合下次奇点折跃必定发动。,"Annihilate a card from Ultra Space to enable the next Singularity Warp trigger this turn, modifying the effects of this Exalt when released. Singularity Warp effects will always trigger if released during an Ultra Round."
State_80207_Desc,btbd,z状态表_State_A.csv,58,State,Desc,,若此卡打出后触发「维度穿梭」则触发后续效果，从超维空间取出时算力消耗 -1。,"A card's Quasar effects will trigger if it triggers ""<SingularityKeywords3:Dimension Shuttle>"" when played. This card's Arithmetica Cost reduces by 1 when it's pulled from Ultra Space."
State_83808_Desc,btiJ,z状态表_State_A.csv,59,State,Desc,,此卡牌被弃置时，触发「余波」效果。,A card's Aftershock effects will trigger whenever it's discarded.
State_50375_Desc,aYsM,z状态表_State_A.csv,61,State,Desc,,这些效果包括：自身获得 10 点狂气、其它友方获得 5 点狂气、对全体敌方施加 1 层易伤、对全体敌方施加 1 层虚弱、 抽 1 张牌、获得 200 点银钥能量。,Possible effects include: Gain <Energy:10> Aliemus; Grant other Awakeners <Energy:5> Aliemus; Inflict 1 stack of <VulnerabilityIconKeywords:Vulnerable> on all enemies; Inflict 1 stack of <WeaknessIconKeywords:Weakness> on all enemies; Draw 1 card; or Gain <Posse:200> Keyflare.
State_60386_Desc,aYUX,z状态表_State_A.csv,62,State,Desc,,效果包括：造成 150% 伤害的出血、造成 75% 伤害的中毒、施加 1 层虚弱、施加 1 层易伤、临时降低 [DescArg1] 点力量。,Possible inflictions include: <BleedingIconKeywords:Bleed> equal to 150% of DMG dealt; <IntoxicationIconKeywords:Poison> equal to 75% of DMG dealt; 1 stack of <VulnerabilityIconKeywords:Vulnerable>; 1 stack of <WeaknessIconKeywords:Weakness>; or [DescArg1] Temp. <ExhaustionIconKeywords:STR▼>.
State_2472_Desc,aWby,z状态表_State_A.csv,74,State,Desc,,同时对护盾和生命造成伤害，且无法被免疫。,"DMG that reduces both Shield and HP. Cannot be Immuned, and ignores Barrier."
State_3450_Desc,aXfk,z状态表_State_A.csv,76,State,Desc,,受到攻击时，免疫伤害并移除 1 层。,"When being dealt DMG, consume 1 stack of <ParcloseIconKeywords:Barrier> and prevent 1 instance of that DMG."
State_2549_Name,aWiB,z状态表_State_A.csv,86,State,Name,,<ExhaustionIconKeywords: 力量降低>,<ExhaustionIconKeywords:STR▼>
State_2549_Desc,aWiA,z状态表_State_A.csv,86,State,Desc,,降低造成的主动和触腕伤害。,Active DMG is reduced by 1 for each stack of <ExhaustionIconKeywords:STR▼>.\n(Tentacle DMG is reduced by half this amount.)
State_78781_Desc,bHuh,z状态表_State_A.csv,87,State,Desc,,临时降低目标力量，获得等量临时力量。,Inflict an amount of Temporary <ExhaustionIconKeywords:STR▼> and gain an equivalent amount of Temporary <PowerIconKeywords:STR>.
State_100644_Desc,bHuf,z状态表_State_A.csv,88,State,Desc,,永久降低目标力量，获得等量力量。,Inflict an amount of <ExhaustionIconKeywords:STR▼> and gain an equivalent amount of <PowerIconKeywords:STR>.
State_3888_Desc,aXMz,z状态表_State_A.csv,89,State,Desc,,无法释放狂气爆发，回合结束时移除 1 层。,Unable to Exalt. Remove 1 stack at the end of each turn.
State_50010_Desc,aYrB,z状态表_State_A.csv,90,State,Desc,,受到的生命回复降低 25%。回合结束时移除 1 层。,HP recovery is reduced by 25%. Remove 1 stack at the end of each turn.
State_3041_Desc,aWJr,z状态表_State_A.csv,92,State,Desc,,永久保留在牌库中。,Persists in the deck between battles. Cannot be sold.
State_120462_Desc,bKss,z状态表_State_A.csv,94,State,Desc,,打出后此卡牌本次探索从卡组中永久移除。,"Persists in the deck between battles. When played or otherwise Exhausted, is removed from the deck permanently and will not appear again during this investigation."
State_3003_Desc,aWGV,z状态表_State_A.csv,95,State,Desc,,打出后不会进入弃牌堆，而是从牌库中移除。,Removes this card from the deck for this battle and does not go into the Discard Pile when played.
State_60511_Desc,aYWP,z状态表_State_A.csv,96,State,Desc,,一定在起始手牌中出现。,Guaranteed as part of the starting hand of each battle.
State_20039_Desc,aVCF,z状态表_State_A.csv,97,State,Desc,,若弃牌阶段仍在手牌中，卡牌将被消耗，本场战斗中不再出现。,"If in hand at end of turn, <DepleteIconKeywords:Exhaust> this card. Some cards have effects that trigger when this occurs."
State_20026_Desc,aVCb,z状态表_State_A.csv,98,State,Desc,,卡牌不会在弃牌阶段进入弃牌堆，而是保留在手牌中并触发后续效果。,Will not be discarded from your hand at end of turn. Some cards have effects that trigger when this occurs.
State_2639_Desc,aWnE,z状态表_State_A.csv,101,State,Desc,,在战斗中受到致命伤害时有概率保留 1 点生命。触发后在本次调查中概率减半，获得的死亡抵抗减半。,"When taking fatal DMG, there is a chance to trigger <DeathResistanceIconKeywords:Death Resistance> and survive at 1 HP. Each trigger halves your current <DeathResistanceIconKeywords:Death Resistance> as well as all subsequent <DeathResistanceIconKeywords:Death Resistance> gains during this investigation."
State_3853_Name,aXKn,z状态表_State_A.csv,102,State,Name,,<CardKeyWord:谵妄>,<CardKeyWord:Hallucination>
State_3853_Desc,aXKm,z状态表_State_A.csv,102,State,Desc,,回合开始时随机变形为抽牌堆中一张指令卡的复制，其算力消耗固定为 3，回合结束时变回。,"At turn start, transforms into a copy of a random Command Card in the Draw Pile, with a fixed Arithmetica Cost of 3. Reverts at turn end."
State_25165_Desc,aWfx,z状态表_State_A.csv,103,State,Desc,,环行·拉蒙娜指令卡独有的额外效果，拥有 3 层负熵时触发。回环会继承至下场战斗。,Ramona: Timeworn's Command Cards will trigger their <TimeBeacon:Loop> effects when played by consuming 3 stacks of <TimeBeacon2:Negentropy>.
State_25166_Desc,aWfA,z状态表_State_A.csv,104,State,Desc,,每当拥有 3 层负熵时，打出环行·拉蒙娜的指令卡将消耗所有负熵并触发回环额外效果，负熵最多堆叠 3 层。,"Ramona: Timeworn can accrue this negative entropy during battle, and utilizes it to power her Command Cards' <TimeBeacon:Loop> effects. Max 3 stacks. <TimeBeacon2:Negentropy> stacks persist between battles."
State_36152_Desc,aXuC,z状态表_State_A.csv,109,State,Desc,,回合结束时受到等量层数的伤害，然后移除 50% <SacrificeKeyWord:献祭>层数。献祭会继承至下场战斗。,"At turn end, take 1 DMG for each stack of <SacrificeKeyWord:Sacrifice>, then remove 50% of <SacrificeKeyWord:Sacrifice> stacks. <SacrificeKeyWord:Sacrifice> persists between battles."
State_128692_Desc,bOSd,z状态表_State_A.csv,110,State,Desc,,承受主动伤害或触腕伤害后，移除等量的「旧日余烬」并失去 300% 移除量的生命，承受其它伤害时移除一半。「旧日余烬」层数每回合重置。,"When taking Active DMG or Tentacle DMG, remove an equivalent amount of <AshesPastKeyWord:Ancient Embers> and lose 300% that much HP. Other types of DMG only removes 50% as much <AshesPastKeyWord:Ancient Embers>. <AshesPastKeyWord:Ancient Embers> stacks reset each turn."
State_90294_Desc,bxYl,z状态表_State_A.csv,111,State,Desc,,本回合承受主动或触腕伤害时，移除等量侵蚀并失去移除量的 [DescArg1]％ 生命，承受其它伤害时移除 50% 伤害量的侵蚀。,"When taking Active DMG or Tentacle DMG, remove an equivalent amount of <Corrosion:Corrosion> and lose 300% that much HP. Other types of DMG only removes 50% as much <Corrosion:Corrosion>. <Corrosion:Corrosion> stacks clear at end of turn."
State_134227_Desc,bSFE,z状态表_State_A.csv,117,State,Desc,,阿拉克涅编织命运引出的线缕。最大 [DescArg1] 层，能被狂气爆发消耗释放「无尽丝缕」追击，「织命」会继承至下场战斗。,"The Fate-Weaver draws her threads. Max [DescArg1] stacks. Persists between battles. If Arachne's Exalt triggers <SingularityKeywords:Singularity Warp>, she can consume these to perform her Pursuit: ""Infinite Threads."""
State_133774_Desc,bSnJ,z状态表_State_A.csv,119,State,Desc,,每拥有 1 层使该卡牌造成的伤害、力量和触腕伤害提高、固定中毒、固定反击最终效果提高 2%；护盾、生命回复、力量降低的最终效果提高 1%。拥有奇点信标的卡牌无法触发「维度穿梭」。,"For each stack, this card's Final DMG, STR & Tentacle DMG gain, Fixed-value Poison & Counter each +2%; Final Shield, HP Recovery, and STR▼ each +1%. This card cannot trigger <SingularityKeywords3:Dimension Shuttle>."
State_133775_Desc,bSnL,z状态表_State_A.csv,120,State,Desc,,每拥有 1 层使所有唤醒体卡牌造成的伤害、力量和触腕伤害提高、固定中毒、固定反击最终效果提高 2%；护盾、生命回复、力量降低的最终效果提高 1%。,"For each stack, all Command Cards'  Final DMG, STR & Tentacle DMG gain, Fixed-value Poison & Counter each +2%, and their Final Shield, HP Recovery, and STR▼ each +1%."
State_134391_Desc,bSQf,z状态表_State_A.csv,121,State,Desc,,每回合首次打出指令卡后触发该效果，打出指令卡后将其临时原始复制置入超维空间，超维回合无法发动该效果。,"After playing the first Command Card each turn, a Fleeting, Basic Copy of it will be put into Ultra Space. This cannot trigger during Ultra Rounds."
State_39547_Desc,aXQv,z状态表_State_A.csv,132,State,Desc,,战斗结束后额外获得 5 黑印，该效果受黑印掉落加成。旺达打出卡牌后，获得 1 层梦引，该效果每回合至多触发2次。当前还剩 [DescArg1] 次。,"After the battle, gain 5 extra Black Sigils. This effect is enhanced by Sigil Yield. After Wanda plays a card, gain 1 stack of Dreamlure. This effect can trigger up to 2 times per turn. Currently, [DescArg1] <plural value=""[DescArg1]"" singular=""time"" plural=""times""> remaining."
State_49225_Desc,aYnn,z状态表_State_A.csv,138,State,Desc,,回合结束后，使 1 条触腕攻击 [Layer] 次。,"At turn end, trigger [Layer] additional Tentacle <plural value=""[Layer]"" singular=""attack"" plural=""attacks"">."
State_56208_Desc,aYEY,z状态表_State_A.csv,157,State,Desc,,"雨颂：回复 <Heal:[DescArg1]> 点生命。
风颂：获得 [DescArg2] 点<PowerIconKeywords:力量>。
花颂：所有唤醒体获得 10 点狂气。
月颂：临时暴击率提高 30%。",Rain's Dirge: Recover <Heal:[DescArg1]> HP.\nWind's Psalm: Gain [DescArg2] <PowerIconKeywords:STR>.\nFloral Hymn: Grant all Awakeners <Energy:10> Aliemus.\nMoon's Anthem: Crit. Rate +30% this turn.
State_3330_Name,aWYK,z状态表_State_A.csv,260,State,Name,,<SlowColour:迟缓 [Layer]>,<SlowColour:Stagnant [Layer]>
State_3330_Desc,aWYJ,z状态表_State_A.csv,260,State,Desc,,卡牌算力消耗增加 [Layer] 点。打出卡牌后该负面效果会被移除。,Card's Arithmetica Cost +[Layer]. This debuff is removed after the card is played.
State_3330_WeaponDesc,aWYL,z状态表_State_A.csv,260,State,WeaponDesc,,卡牌算力消耗增加 [Layer]点。,Card's Arithmetica Cost +[Layer].
State_3535_Name,aXmw,z状态表_State_A.csv,261,State,Name,,<SlowColour:迟缓 [Layer]>,<SlowColour:Stagnant [Layer]>
State_3535_Desc,aXmv,z状态表_State_A.csv,261,State,Desc,,卡牌算力消耗增加 [Layer] 点。回合结束或打出卡牌后该负面效果会被移除。,Card's Arithmetica Cost +[Layer]. This debuff will be removed at turn end or after the card is played.
State_3535_WeaponDesc,aXmx,z状态表_State_A.csv,261,State,WeaponDesc,,卡牌算力消耗增加 [Layer]点。,Card's Arithmetica Cost +[Layer].
State_2597_Desc,aWll,z状态表_State_A.csv,290,State,Desc,,回合开始后，获得 [Layer] 点护盾。,"At turn start, gain <Block:[Layer]> Shield."
State_2597_WeaponDesc,aWln,z状态表_State_A.csv,290,State,WeaponDesc,,回合开始后，获得 [Layer] 点护盾。,"At turn start, gain <Block:[Layer]> Shield."
State_3068_Desc,aWKR,z状态表_State_A.csv,320,State,Desc,,回合结束后，对拥有者造成 [Layer] 点伤害。,"At turn end, take <Damage:[Layer]> DMG."
State_3068_WeaponDesc,aWKT,z状态表_State_A.csv,320,State,WeaponDesc,,回合结束后，对拥有者造成 [Layer] 点伤害,"At turn end, take <Damage:[Layer]> DMG."
State_51813_Desc,aYvY,z状态表_State_A.csv,348,State,Desc,,回合结束后，算力消耗-[Layer]，被弃掉后也会触发该效果。,"Whenever this card is retained or discarded, its Arithmetica Cost reduces by [Layer] until played."
State_66884_Desc,aZlP,z状态表_State_A.csv,349,State,Desc,,回合结束时，算力消耗降低，被弃掉时也会触发该效果。,"Whenever this card is retained or discarded, its Arithmetica Cost reduces by 1 until played."
State_2570_Desc,aWjL,z状态表_State_A.csv,375,State,Desc,,打出后抽 [StateArg1] 张牌。,"When played, draw [StateArg1] <plural value=""[StateArg1]"" singular=""card"" plural=""cards"">."
State_2780_Desc,aWuV,z状态表_State_A.csv,376,State,Desc,,打出后获得 [StateArg1] 点算力。,"When played, gain [StateArg1] Arithmetica."
State_3277_Desc,aWVP,z状态表_State_A.csv,377,State,Desc,,打出后所属唤醒体获得 [StateArg1] 点狂气。,"When played, this card's Awakener gains <Energy:[StateArg1]> Aliemus."
State_3742_Desc,aXEm,z状态表_State_A.csv,378,State,Desc,,打出后易伤所有敌人 [StateArg1] 回合。,"When played, inflict [StateArg1] <plural value=""[StateArg1]"" singular=""stack"" plural=""stacks""> of <VulnerabilityIconKeywords:Vulnerable> on all enemies."
State_2962_Desc,aWEO,z状态表_State_A.csv,379,State,Desc,,打出后虚弱所有敌人 [StateArg1] 回合。,"When played, inflict [StateArg1] <plural value=""[StateArg1]"" singular=""stack"" plural=""stacks""> of <WeaknessIconKeywords:Weakness> on all enemies."
State_3401_Desc,aXcz,z状态表_State_A.csv,381,State,Desc,,打出后额外生效 [StateArg1] 次，获得 [StateArg2] 点黑印，消耗，固有。,"When played, takes effect [StateArg1] additional <plural value=""[StateArg1]"" singular=""time"" plural=""times"">, and you receive [StateArg2] Black Sigils. (This Orison also affixes <DepleteIconKeywords:Exhaust> and <GuyouKeywords:Innate> to the card.)"
State_2996_Desc,aWGA,z状态表_State_A.csv,385,State,Desc,,打出后使1条触腕攻击 [StateArg1] 次。,"When played, trigger [StateArg1] Tentacle <plural value=""[StateArg1]"" singular=""attack"" plural=""attacks"">."
State_3388_Desc,aXbP,z状态表_State_A.csv,388,State,Desc,,打出后获得 [StateArg1] 点力量。,"After being played, gain [StateArg1] <PowerIconKeywords:STR>."
State_2820_Desc,aWxc,z状态表_State_A.csv,389,State,Desc,,打出后获得 [StateArg1] 点临时力量，该刻印卡牌也能享受力量加成。,"When played, first gain [StateArg1] Temp. <PowerIconKeywords:STR>, then resolve the card's effects. (Its DMG will benefit from this STR.)"
State_2747_Desc,aWtg,z状态表_State_A.csv,390,State,Desc,,打出后其他唤醒体获得 [StateArg1] 狂气。,"When played, all other Awakeners gain <Energy:[StateArg1]> Aliemus."
State_48009_Desc,aYiQ,z状态表_State_A.csv,393,State,Desc,,每回合第一次打出时额外生效 [StateArg1] 次。,"When played for the first time each turn, takes effect [StateArg1] additional <plural value=""[StateArg1]"" singular=""time"" plural=""times"">."
State_119928_Desc,bKln,z状态表_State_A.csv,394,State,Desc,,打出后额外生效 [StateArg1] 次，<DepleteIconKeywords:消耗>。<RippleKeywords:余波>：抽 2 张牌。,"When played, will take effect [StateArg1] additional <plural value=""[StateArg1]"" singular=""time"" plural=""times"">, then <DepleteIconKeywords:Exhaust>. <RippleKeywords:Aftershock>: Draw 2 cards."
State_3196_Desc,aWRE,z状态表_State_A.csv,396,State,Desc,,打出后获得 [StateArg1] 点算力。,"When played, gain [StateArg1] Arithmetica."
State_3196_WeaponDesc,aWRG,z状态表_State_A.csv,396,State,WeaponDesc,,打出后获得 [StateArg1] 点算力。,"When played, gain [StateArg1] Arithmetica."
State_3777_Desc,aXGh,z状态表_State_A.csv,397,State,Desc,,打出后所属唤醒体获得 [StateArg1] 点狂气。,"When played, this card's Awakener gains <Energy:[StateArg1]> Aliemus."
State_3777_WeaponDesc,aXGj,z状态表_State_A.csv,397,State,WeaponDesc,,打出后所属唤醒体获得 [StateArg1] 点狂气。,"When played, this card's Awakener gains <Energy:[StateArg1]> Aliemus."
State_2723_Desc,aWrY,z状态表_State_A.csv,398,State,Desc,,打出后易伤所有敌人 [StateArg1] 回合。,"When played, inflict [StateArg1] <plural value=""[StateArg1]"" singular=""stack"" plural=""stacks""> of <VulnerabilityIconKeywords:Vulnerable> on all enemies."
State_2723_WeaponDesc,aWsa,z状态表_State_A.csv,398,State,WeaponDesc,,打出后易伤所有敌人 [StateArg1] 回合。,"When played, inflict [StateArg1] <plural value=""[StateArg1]"" singular=""stack"" plural=""stacks""> of <VulnerabilityIconKeywords:Vulnerable> on all enemies."
State_3523_Desc,aXkP,z状态表_State_A.csv,399,State,Desc,,打出后虚弱所有敌人 [StateArg1] 回合。,"When played, inflict [StateArg1] <plural value=""[StateArg1]"" singular=""stack"" plural=""stacks""> of <WeaknessIconKeywords:Weakness> on all enemies."
State_3523_WeaponDesc,aXkR,z状态表_State_A.csv,399,State,WeaponDesc,,打出后虚弱所有敌人 [StateArg1] 回合。,"When played, inflict [StateArg1] <plural value=""[StateArg1]"" singular=""stack"" plural=""stacks""> of <WeaknessIconKeywords:Weakness> on all enemies."
State_2762_Desc,aWtW,z状态表_State_A.csv,401,State,Desc,,打出后额外生效 [StateArg1] 次，获得 [StateArg2] 点黑印，消耗，固有。,"When played, takes effect [StateArg1] additional <plural value=""[StateArg1]"" singular=""time"" plural=""times"">, and you receive [StateArg2] Black Sigils. (This Orison also affixed <DepleteIconKeywords:Exhaust> and <GuyouKeywords:Innate> to the card.)"
State_2762_WeaponDesc,aWtY,z状态表_State_A.csv,401,State,WeaponDesc,,打出后额外生效 [StateArg1] 次，消耗。,"When played, takes effect [StateArg1] additional <plural value=""[StateArg1]"" singular=""time"" plural=""times"">. (This Orison also affixed <DepleteIconKeywords:Exhaust> to the card.)"
State_3035_Desc,aWIK,z状态表_State_A.csv,405,State,Desc,,打出后使1条触腕攻击 [StateArg1] 次。,"When played, trigger [StateArg1] Tentacle <plural value=""[StateArg1]"" singular=""attack"" plural=""attacks"">."
State_3035_WeaponDesc,aWIM,z状态表_State_A.csv,405,State,WeaponDesc,,打出后使1条触腕攻击所有敌人 [StateArg1] 次。,"When played, trigger [StateArg1] Tentacle <plural value=""[StateArg1]"" singular=""attack"" plural=""attacks"">."
State_2452_Desc,aVYH,z状态表_State_A.csv,408,State,Desc,,打出后获得 [StateArg1] 点力量。,"After being played, gain [StateArg1] <PowerIconKeywords:STR>."
