Stage_8027_Name,aVnu,g关卡_Stage_A.csv,114,Stage,Name,,疯人之口,Mouth of the Mad
AvgDialog_19074_Content_7,agUH,avg章4_AvgDialog_C_M.csv,554,AvgDialog,Content,玩家,这片空间……,This space...
AvgDialog_19074_Content_8,agUI,avg章4_AvgDialog_C_M.csv,555,AvgDialog,Content,拉蒙娜,如果我没猜错，这里是弗朗西斯的意识形成的通道。,"If I'm not mistaken, this is the passage formed by Francis's consciousness."
AvgDialog_19074_Content_9,agUJ,avg章4_AvgDialog_C_M.csv,556,AvgDialog,Content,萝坦,藏得真深啊。,She hid it quite well.
AvgDialog_19074_Content_10,agUq,avg章4_AvgDialog_C_M.csv,557,AvgDialog,Content,拉蒙娜,否则我们怎么会一无所获？,"Otherwise, how could we have ended up with nothing?"
AvgDialog_19074_Content_11,agUr,avg章4_AvgDialog_C_M.csv,558,AvgDialog,Content,玩家,远方的光……,That light in the distance...
AvgDialog_19074_Content_12,agUs,avg章4_AvgDialog_C_M.csv,559,AvgDialog,Content,拉蒙娜,是意识空间的主人内心最深的执念，不能遗忘之物。,It is the deepest obsession of the owner of this consciousness; something that cannot be forgotten.
AvgDialog_19074_Content_13,agUt,avg章4_AvgDialog_C_M.csv,560,AvgDialog,Content,玩家,看起来像是个表盘。,Looks like a watch face.
AvgDialog_19074_Content_14,agUu,avg章4_AvgDialog_C_M.csv,561,AvgDialog,Content,萝坦,那家伙难不成想做时间的主人？,Does she want to become the master of time or something?
AvgDialog_19074_Content_15,agUv,avg章4_AvgDialog_C_M.csv,562,AvgDialog,Content,拉蒙娜,她需要太多太多的时间来完成自己的目标，所以才自我禁锢在那个房间中吧。,"She probably needs more time to achieve her goals, so she confined herself in that room."
AvgDialog_19074_Content_16,agUw,avg章4_AvgDialog_C_M.csv,563,AvgDialog,Content,玩家,自我禁锢？,Self-imprisonment?
AvgDialog_19074_Content_17,agUx,avg章4_AvgDialog_C_M.csv,564,AvgDialog,Content,拉蒙娜,是的，维度旅行的代价可不是一般人能够承受的。,"Yes, the cost of dimensional travel is not something ordinary people can bear."
AvgDialog_19074_Content_18,agUy,avg章4_AvgDialog_C_M.csv,565,AvgDialog,Content,拉蒙娜,她每次离开房间，恐怕都承受着极高的风险——,"Every time she leaves the room, she likely faces immense risks—"
AvgDialog_19074_Content_19,agUz,avg章4_AvgDialog_C_M.csv,566,AvgDialog,Content,拉蒙娜,小心！,Watch out!
AvgDialog_19074_Content_20,agUB,avg章4_AvgDialog_C_M.csv,567,AvgDialog,Content,,混沌的三角怪物从脚下的黑泥中浮出。,A triangular monster of chaos emerges from the black mud beneath.
AvgDialog_19074_Content_21,agUC,avg章4_AvgDialog_C_M.csv,568,AvgDialog,Content,玩家,先离开这里！,Let's get out of here first!
AvgDialog_19071_Content_1,agSC,avg章4_AvgDialog_C_M.csv,569,AvgDialog,Content,,神秘河,Mystic River
AvgDialog_19071_Content_2,agSN,avg章4_AvgDialog_C_M.csv,570,AvgDialog,Content,拉蒙娜,快，出口就在眼前了！,"Quick, the exit is right in front of us!"
AvgDialog_19071_Content_3,agSY,avg章4_AvgDialog_C_M.csv,571,AvgDialog,Content,,你望向拉蒙娜所指之处，刺目的白光覆盖视野。,"You look where Ramona is pointing, and a blinding white light fills your vision."
AvgDialog_19071_Content_4,agTj,avg章4_AvgDialog_C_M.csv,572,AvgDialog,Content,,视觉消失在了粗粝的白色幻觉中，如患上了雪盲一般。,"Your sight disappeared into a coarse white phantasm, as if affected with snow blindness."
AvgDialog_19071_Content_5,agTu,avg章4_AvgDialog_C_M.csv,573,AvgDialog,Content,,"扭曲的混沌中，意识被拉出身体，知觉被送往了极远的、极寒的维度。
那个<Yellow:梦境>再度造访了你……","In the twisted chaos, your consciousness is pulled out of your body and sent to a distant, freezing dimension.\nThat <Yellow:Dream> visits you once again..."
AvgDialog_19071_Content_6,agTz,avg章4_AvgDialog_C_M.csv,574,AvgDialog,Content,,……,...
AvgDialog_19071_Content_7,agTA,avg章4_AvgDialog_C_M.csv,575,AvgDialog,Content,,艾尔沃斯发生的事早已超越了<Yellow:你>所知的常理，但现在你顾不上感到混乱，还有更重要的事情等着你去完成。,"The events in Elworth have long surpassed what <Yellow:you> know to be normal, but there's no time for confusion now. More important tasks await you."
AvgDialog_19071_Content_8,agTB,avg章4_AvgDialog_C_M.csv,576,AvgDialog,Content,弗朗西斯？,帮帮我…拦住他们。,Help me... hold them back.
AvgDialog_19071_Content_9,agTC,avg章4_AvgDialog_C_M.csv,577,AvgDialog,Content,纯白的少女,好的，主人。,"Yes, Master."
AvgDialog_19071_Content_10,agSD,avg章4_AvgDialog_C_M.csv,578,AvgDialog,Content,,黑色的眼球发出古怪的咯叽咯叽声，少女的双唇一张一合，发出的呓语声与眼球的怪声奏成一曲低迷压抑的交响乐。,"The black eyeballs emit a strange ""clicking"" sound. The girl's lips move, her murmurs blending with the eerie noise into a symphony of gloom and oppression."
AvgDialog_19071_Content_11,agSE,avg章4_AvgDialog_C_M.csv,579,AvgDialog,Content,纯白的少女,<Shake:@2——@1——>,<Shake:@2—@1—>
AvgDialog_19071_Content_12,agSF,avg章4_AvgDialog_C_M.csv,580,AvgDialog,Content,,黑色的怪球向教徒扑去，人群开始骚动起来。,"The black monster ball lunged at the cultist, causing the cultists to riot."
AvgDialog_19071_Content_13,agSG,avg章4_AvgDialog_C_M.csv,581,AvgDialog,Content,,你和伯特兰上校抓紧混乱的空隙，钻入小道之中。,"You and Colonel Bertrand seize the opportunity amidst the chaos, slipping into a narrow alley."
AvgDialog_19071_Content_14,agSH,avg章4_AvgDialog_C_M.csv,582,AvgDialog,Content,,……,...
AvgDialog_19071_Content_15,agSI,avg章4_AvgDialog_C_M.csv,583,AvgDialog,Content,,…………,...
AvgDialog_19071_Content_16,agSJ,avg章4_AvgDialog_C_M.csv,584,AvgDialog,Content,,在黑暗中行进了不知道多久，身后不远处始终有嘶吼声、怪叫声、喘息声、呢喃声和呓语声传来。,"You travel in the darkness for an unknown amount of time—roars, strange noises, gasps, whispers, and murmurs following shortly behind you the entire time."
AvgDialog_19071_Content_17,agSK,avg章4_AvgDialog_C_M.csv,585,AvgDialog,Content,伯特兰,快，踩着我的肩膀，你先爬上去！,"Quick, step on my shoulders and climb up first!"
AvgDialog_19071_Content_18,agSL,avg章4_AvgDialog_C_M.csv,586,AvgDialog,Content,,"在伯特兰上校的托举下，你先行钻出了狭窄的地道。
出现在面前的是足以让人目眩的皑皑雪原。","With Colonel Bertrand's help, you were the first to crawl out of the narrow tunnel.\nBefore you lay a dazzling, snow-covered plain."
AvgDialog_19071_Content_19,agSM,avg章4_AvgDialog_C_M.csv,587,AvgDialog,Content,弗朗西斯？,稍等，我有点雪盲……我马上就来拉你……,"Hold on, I'm a bit snow-blind... I'll come and pull you up right away."
AvgDialog_19071_Content_20,agSO,avg章4_AvgDialog_C_M.csv,588,AvgDialog,Content,伯特兰,没关系，我自己可以……,"It's fine, I can handle it myself..."
AvgDialog_19071_Content_21,agSP,avg章4_AvgDialog_C_M.csv,589,AvgDialog,Content,,伯特兰上校的话音未落，猝然之间，他的脸上写满了惊恐。,Colonel Bertrand hadn't finished speaking when his face suddenly filled with terror.
AvgDialog_19071_Content_22,agSQ,avg章4_AvgDialog_C_M.csv,590,AvgDialog,Content,,在他与地道出口的罅隙之间，钻出了无数粗壮而扭曲的液态枝条。,"Countless thick, twisted liquid tendrils emerged from the gap between him and the tunnel exit."
AvgDialog_19071_Content_23,agSR,avg章4_AvgDialog_C_M.csv,591,AvgDialog,Content,,那东西仿佛有自主意志，紧紧缠住了伯特兰上校的躯体。,"That thing seemed to have a will of its own, tightly wrapping around Colonel Bertrand's body."
AvgDialog_19071_Content_24,agSS,avg章4_AvgDialog_C_M.csv,592,AvgDialog,Content,,伯特兰伸出五指紧紧抓住地表，但无济于事，只有白雪覆盖的地面没有任何着力点，他在呼吸之间就被拖了下去。,"Bertrand clawed at the ground with his fingers, but to no avail. The snow-covered surface offered no grip, and in an instant, he was dragged away."
AvgDialog_19071_Content_25,agST,avg章4_AvgDialog_C_M.csv,593,AvgDialog,Content,,紧接着，耳膜接收到了令人神经紧绷的声音……,"Next, your eardrums picked up a nerve-racking sound..."
AvgDialog_19071_Content_26,agSU,avg章4_AvgDialog_C_M.csv,594,AvgDialog,Content,,"蠕动，咀嚼，骨质碰撞……
就连消化液与有机物发生反应的声音都如此清晰。","Squirming, chewing, the clatter of bone against bone...\nEven the sound of digestive fluids reacting with organic matter was far too distinct for comfort."
AvgDialog_19071_Content_27,agSV,avg章4_AvgDialog_C_M.csv,595,AvgDialog,Content,,"……数秒的惊心动魄之后，一切归于沉寂。
只有雪风吹落枝头积雪，扑簌地落在雪地上。","...After a few heart-stopping seconds, everything fell silent.\nOnly the wind blew the snow off the branches, softly landing on the snowy ground."
AvgDialog_19071_Content_28,agSW,avg章4_AvgDialog_C_M.csv,596,AvgDialog,Content,,迟来的反胃感自腹腔涌上胸口，你对着雪地干呕起来。,"A delayed wave of nausea rises from your abdomen to your chest, causing you to retch into the snow."
AvgDialog_19071_Content_29,agSX,avg章4_AvgDialog_C_M.csv,597,AvgDialog,Content,弗朗西斯？,呕……,Ugh...
AvgDialog_19071_Content_30,agSZ,avg章4_AvgDialog_C_M.csv,598,AvgDialog,Content,,泪水不受控地从眼眶溢出，你分不清是充斥胸膛的悲伤还是恐惧。,"Tears overflow uncontrollably from your eyes, and you can't tell whether it's sorrow or fear filling your chest."
AvgDialog_19071_Content_31,agTa,avg章4_AvgDialog_C_M.csv,599,AvgDialog,Content,,"你去摸口袋里的怀表，希望它能给你些许安慰。
但那里空空如也，什么都没有。","You reach into your pocket for your pocketwatch, hoping it will bring you some comfort.\nBut it's empty—there's nothing there."
AvgDialog_19071_Content_32,agTb,avg章4_AvgDialog_C_M.csv,600,AvgDialog,Content,,……原来你什么都没能取回来。,"...So, you came back empty-handed."
AvgDialog_19071_Content_33,agTc,avg章4_AvgDialog_C_M.csv,601,AvgDialog,Content,,身体一沉，冰冷的掌心搭上了你的肩头。,Your body feels heavy as a cold palm rests on your shoulder.
AvgDialog_19071_Content_34,agTd,avg章4_AvgDialog_C_M.csv,602,AvgDialog,Content,纯白的少女,危险，主人。请给我命令。,"It's dangerous, Master. Please give me orders."
AvgDialog_19071_Content_35,agTe,avg章4_AvgDialog_C_M.csv,603,AvgDialog,Content,,……,...
AvgDialog_19071_Content_36,agTf,avg章4_AvgDialog_C_M.csv,604,AvgDialog,Content,,…………,...
AvgDialog_19071_Content_37,agTg,avg章4_AvgDialog_C_M.csv,605,AvgDialog,Content,,"经过几日跋涉，那些追赶你们的怪物和教徒都消失在了雪原中。
你和女孩扫去了些积雪，依偎在篝火旁休息。","After several days of trekking, the monsters and cultists chasing you have disappeared into the snowfield.\nYou and the girl brushed away some snow and huddled by the campfire to rest."
AvgDialog_19071_Content_38,agTh,avg章4_AvgDialog_C_M.csv,606,AvgDialog,Content,,她时不时会离开你，然后带回一些不知道是什么生物的带血肉块。,"She occasionally leaves you, then returns with bloody chunks of unknown creatures."
AvgDialog_19071_Content_39,agTi,avg章4_AvgDialog_C_M.csv,607,AvgDialog,Content,,你刻意不去追究，而是生火烤熟后，屏蔽嗅觉和味觉将难得的蛋白质嚼碎吞入腹中。,"You deliberately choose not to dwell on it, but instead light a fire to cook it. Ignoring your sense of smell and taste, you chew and swallow the protein, as it was too rare to waste."
AvgDialog_19071_Content_40,agTk,avg章4_AvgDialog_C_M.csv,608,AvgDialog,Content,,女孩似乎不需要进食，但如果你递食物给她，她也会狼吞虎咽地吃下。,"The girl doesn't seem to need food, but if you offer her some, she'll devour it greedily."
AvgDialog_19071_Content_41,agTl,avg章4_AvgDialog_C_M.csv,609,AvgDialog,Content,弗朗西斯？,你有名字吗？,Do you have a name?
AvgDialog_19071_Content_42,agTm,avg章4_AvgDialog_C_M.csv,610,AvgDialog,Content,,她一边咀嚼汁水四溢的烤肉，一边摇头。,She shook her head while chewing the juicy roasted meat.
AvgDialog_19071_Content_43,agTn,avg章4_AvgDialog_C_M.csv,611,AvgDialog,Content,弗朗西斯？,那……家人呢？你知道自己的父母在哪吗？,What about... your family? Do you know where your parents are?
AvgDialog_19071_Content_44,agTo,avg章4_AvgDialog_C_M.csv,612,AvgDialog,Content,纯白的少女,……,...
AvgDialog_19071_Content_45,agTp,avg章4_AvgDialog_C_M.csv,613,AvgDialog,Content,,她看了看你，看了看远方的雪峰，又仰头看了看无垠的高空，摇了摇头。,"She glanced at you, then at the distant snow-capped peaks, and finally up at the boundless sky, shaking her head."
AvgDialog_19071_Content_46,agTq,avg章4_AvgDialog_C_M.csv,614,AvgDialog,Content,弗朗西斯？,……总归，还是需要一个名字的。,"…No matter what, you still need a name."
AvgDialog_19071_Content_47,agTr,avg章4_AvgDialog_C_M.csv,615,AvgDialog,Content,弗朗西斯？,就叫你<Blue:莉莉>，可以吗？,Can I call you <Blue:Lily>?
AvgDialog_19071_Content_48,agTs,avg章4_AvgDialog_C_M.csv,616,AvgDialog,Content,纯白的少女,主人说叫什么名字，就叫什么名字。,"Whatever Master says my name is, that's what it shall be."
AvgDialog_19071_Content_49,agTt,avg章4_AvgDialog_C_M.csv,617,AvgDialog,Content,弗朗西斯？,我不是什么主人……,I'm not any kind of master...
AvgDialog_19071_Content_50,agTv,avg章4_AvgDialog_C_M.csv,618,AvgDialog,Content,纯白的少女,主人，小心。有东西追过来了。,"Master, be careful. Something is chasing us."
AvgDialog_19071_Content_51,agTw,avg章4_AvgDialog_C_M.csv,619,AvgDialog,Content,弗朗西斯？,怎么会？！我们明明已经快离开雪原了……,How?! We were almost out of the snowfield...
AvgDialog_19071_Content_52,agTx,avg章4_AvgDialog_C_M.csv,620,AvgDialog,Content,,"神经刺痛，意识受到拉扯与挤压。
<Yellow:梦境>在排斥你，试图将你逐出白色的世界。
但……","A stinging pain shoots through your nerves, as your consciousness is pulled and compressed.\nThe <Yellow:Dream> is rejecting you, trying to expel you from the white world.\nBut..."
AvgDialog_19071_Content_53,agTy,avg章4_AvgDialog_C_M.csv,621,AvgDialog,Content,玩家,不行…不能让她们被追上…就算是在我的梦里……！,No... I can't let them be caught... even in my dreams...!
AvgDialog_19075_Content_1,agUK,avg章4_AvgDialog_C_M.csv,622,AvgDialog,Content,,房间,Room
AvgDialog_19075_Content_2,agUV,avg章4_AvgDialog_C_M.csv,623,AvgDialog,Content,拉蒙娜,就是这个房间，莉莉和弗朗西斯……应该就在里面。,This is the room. Lily and Francis... They should be inside.
AvgDialog_19075_Content_3,agVg,avg章4_AvgDialog_C_M.csv,624,AvgDialog,Content,拉蒙娜,我们已经离开维度通道了，你现在感觉如何，还会有头晕或者想吐的感觉吗？,We've left the dimensional passage. How do you feel now? Any dizziness or nausea?
AvgDialog_19075_Content_4,agVr,avg章4_AvgDialog_C_M.csv,625,AvgDialog,Content,玩家,好多了，就算再有突然的不适，我也会尽力抵抗的。,"Much better. Even if I suddenly feel unwell again, I'll do my best to resist."
AvgDialog_19075_Content_5,agVC,avg章4_AvgDialog_C_M.csv,626,AvgDialog,Content,,深呼吸一口气，你推开滴落着浓稠黏液的门扉，抵达了最终之所。,You take a deep breath. You push open the door dripping with thick slime and arrive at your final destination.
AvgDialog_19075_Content_6,agVD,avg章4_AvgDialog_C_M.csv,627,AvgDialog,Content,,映入眼帘的，是永恒不坠的夕阳，和散发着温馨感的女孩子的房间。,"Before your eyes was an eternal sunset and a room that exuded warmth, like a girl's cozy haven."
AvgDialog_19075_Content_7,agVE,avg章4_AvgDialog_C_M.csv,628,AvgDialog,Content,,"床头的洋娃娃，衣架上的粉色裙子，带有花边的床幔……
全都与阴冷的疗养院格格不入。","The doll on the bedside, the pink dress on the hanger, the lace bed canopy...\nAll seem out of place in this cold sanatorium."
AvgDialog_19075_Content_8,agVF,avg章4_AvgDialog_C_M.csv,629,AvgDialog,Content,,中央的手术床上躺着你们熟知的小小身影，胸口被开了一个大洞，安静得仿佛已经死去。,"On the central operating table lies a small, familiar figure with a gaping hole in her chest, eerily still as if already deceased."
AvgDialog_19075_Content_9,agVG,avg章4_AvgDialog_C_M.csv,630,AvgDialog,Content,拉蒙娜,莉莉！,Lily!
AvgDialog_19075_Content_10,agUL,avg章4_AvgDialog_C_M.csv,631,AvgDialog,Content,,弗朗西斯背着手站在窗前，眺望着远方。,"Francis stood by the window with her hands behind her back, gazing into the distance."
AvgDialog_19075_Content_11,agUM,avg章4_AvgDialog_C_M.csv,632,AvgDialog,Content,弗朗西斯,"你们辜负了莉莉的好意。
在赫伯特介入之前，我们本可以就此分道扬镳的。",You have betrayed Lily's kindness.\nWe could have gone our separate ways before Herbert intervened.
AvgDialog_19075_Content_12,agUN,avg章4_AvgDialog_C_M.csv,633,AvgDialog,Content,玩家,我们不会对你的暴行坐视不理。,We will not stand idly by while you commit atrocities.
AvgDialog_19075_Content_13,agUO,avg章4_AvgDialog_C_M.csv,634,AvgDialog,Content,弗朗西斯,"暴行…你们就是如此看待我的吗？
一个怪胎，一个疯子，一个罪犯？","Atrocities... Is that how you see me?\nA freak, a lunatic, a criminal?"
AvgDialog_19075_Content_14,agUP,avg章4_AvgDialog_C_M.csv,635,AvgDialog,Content,弗朗西斯,我和赫伯特不一样，我从未主动伤害过任何人。,I'm different from Herbert. I've never intentionally harmed anyone.
AvgDialog_19075_Content_15,agUQ,avg章4_AvgDialog_C_M.csv,636,AvgDialog,Content,拉蒙娜,在你的视角里或许如此，但那些异化了的人类……或许还有愿意接纳他们、关心他们的人在。,"From your perspective, perhaps that's true. But for those who have undergone mutation... there might still be people willing to accept and care for them."
AvgDialog_19075_Content_16,agUR,avg章4_AvgDialog_C_M.csv,637,AvgDialog,Content,弗朗西斯,我知道你们都是善良且正义的人，但你们还太年轻了。,"I know you are all kind and righteous, but you are still too young."
AvgDialog_19075_Content_17,agUS,avg章4_AvgDialog_C_M.csv,638,AvgDialog,Content,弗朗西斯,我曾接诊过刑满释放的重案犯，他们身边的人在知晓他的案底后，无不避而远之……即便他已经真诚悔过。,"I've treated ex-convicts of serious crimes. Once people around them learn about their criminal records, they all avoid them... even if they have sincerely repented."
AvgDialog_19075_Content_18,agUT,avg章4_AvgDialog_C_M.csv,639,AvgDialog,Content,弗朗西斯,"人是由经历塑造的生物。
在某些经历过后，他们就不是人了，也不应当享有人类的待遇。","Humans are shaped by their experiences.\nAfter certain experiences, they cease to be human and should no longer be treated as such."
AvgDialog_19075_Content_19,agUU,avg章4_AvgDialog_C_M.csv,640,AvgDialog,Content,弗朗西斯,这不是我的一家之言，发生改变的，是世界对他们的认知。,This isn't just my personal opinion; what has changed is the world's perception of them.
AvgDialog_19075_Content_20,agUW,avg章4_AvgDialog_C_M.csv,641,AvgDialog,Content,拉蒙娜,就算你不将融蚀受害者视为人类，可那些将他们送来疗养院的亲朋呢？,"Even if you don't regard the Dissolution victims as human, what about their friends and family who brought them to the sanatorium?"
AvgDialog_19075_Content_21,agUX,avg章4_AvgDialog_C_M.csv,642,AvgDialog,Content,拉蒙娜,"他们无一不受到了地狱犬的吞噬，是你动的手脚吧。
他们可是百分之百，绝对纯粹的人类啊。",They were all devoured by the Hellhound because of you.\nThey were 100% pure humans.
AvgDialog_19075_Content_22,agUY,avg章4_AvgDialog_C_M.csv,643,AvgDialog,Content,弗朗西斯,那些人仅仅因为对方生病，或者年老体衰，就把自己的亲人抛弃在这个荒僻的疗养院里，他们不该受到惩罚吗？,Don't those people deserve punishment for abandoning their loved ones in this remote sanatorium just because they are sick or elderly?
AvgDialog_19075_Content_23,agUZ,avg章4_AvgDialog_C_M.csv,644,AvgDialog,Content,玩家,这也罪不至死，你没有资格审判他们。,That is not a crime worthy of death; you have no right to judge them.
AvgDialog_19075_Content_24,agVa,avg章4_AvgDialog_C_M.csv,645,AvgDialog,Content,弗朗西斯,"我没有资格审判他们……
那你们就有资格审判我吗？","I am not qualified to judge them...\nSo, are you qualified to judge me?"
AvgDialog_19075_Content_25,agVb,avg章4_AvgDialog_C_M.csv,646,AvgDialog,Content,弗朗西斯,"你知道这里是哪里吗？这里是我女儿的房间。
这里的时间，永远停留在她消失那天的黄昏。",Do you know where this is? This is my daughter's room.\nTime here remains forever frozen at the dusk of the day she disappeared.
AvgDialog_19075_Content_26,agVc,avg章4_AvgDialog_C_M.csv,647,AvgDialog,Content,弗朗西斯,"我用尽了一切办法想留下她，就算将灵魂卖给魔鬼也在所不惜。
可是…连魔鬼都没有出现，她还是离我而去了。","I tried everything to keep her; I was even willing to sell my soul to the devil.\nBut... not even the devil showed up, and she still left me behind."
AvgDialog_19075_Content_27,agVd,avg章4_AvgDialog_C_M.csv,648,AvgDialog,Content,弗朗西斯,"我把女儿的名字给了<Blue:莉莉>，但她终究不是我的女儿。
她只是一个和我的女儿年龄相仿的怪物。","I gave <Blue:Lily> my daughter's name, but she is not my daughter.\nShe's merely a monster who happens to be the same age as my daughter."
AvgDialog_19075_Content_28,agVe,avg章4_AvgDialog_C_M.csv,649,AvgDialog,Content,,手术台上，莉莉胸口的大洞正在缓缓愈合，空茫的眼睛也逐渐恢复色彩。,"On the operating table, the large hole in Lily's chest is slowly healing, and her vacant eyes are gradually regaining their color."
AvgDialog_19075_Content_29,agVf,avg章4_AvgDialog_C_M.csv,650,AvgDialog,Content,弗朗西斯疯狂版,她是完美的实验体，无论制造出多少伤口都会不断愈合，手术也不会因为疼痛反应而被迫中止。,"She is the perfect test subject, continuously healing no matter how many wounds are inflicted. Surgeries will never be interrupted by pain responses."
AvgDialog_19075_Content_30,agVh,avg章4_AvgDialog_C_M.csv,651,AvgDialog,Content,弗朗西斯疯狂版,可是我想要的只是我的女儿！一个会哭、会笑、会因为疼而找我撒娇的普通女孩！,"But all I want is my daughter! A normal girl who cries, laughs, and comes to me for comfort when she's in pain!"
AvgDialog_19075_Content_31,agVi,avg章4_AvgDialog_C_M.csv,652,AvgDialog,Content,弗朗西斯疯狂版,那些家伙……那些连还守在身边的亲人都能抛弃的家伙……早就已经失去人性了！,Those people... Those who can abandon even the family members still by their side... have long lost their humanity!
AvgDialog_19075_Content_32,agVj,avg章4_AvgDialog_C_M.csv,653,AvgDialog,Content,弗朗西斯疯狂版,"失去人性的人，还能被称为人类吗？
已经是怪物的家伙们就这么成为地狱犬的饵食，难道不应该吗？",Can those who have lost their humanity still be called human?\nIsn't it only right for those who have already become monsters to end up as fodder for the Hellhound?
AvgDialog_19075_Content_33,agVk,avg章4_AvgDialog_C_M.csv,654,AvgDialog,Content,拉蒙娜,不可理喻。,Absurd.
AvgDialog_19075_Content_34,agVl,avg章4_AvgDialog_C_M.csv,655,AvgDialog,Content,萝坦,难得我们意见一致。,It's rare for us to agree.
AvgDialog_19075_Content_35,agVm,avg章4_AvgDialog_C_M.csv,656,AvgDialog,Content,,弗朗西斯上前，轻柔地爱抚着莉莉白皙稚嫩的脸颊，那种柔情与她放出的狠戾话语形成了鲜明的对比。,"Francis stepped forward and gently caressed Lily's fair, tender cheek; forming a stark contrast to her harsh words."
AvgDialog_19075_Content_36,agVn,avg章4_AvgDialog_C_M.csv,657,AvgDialog,Content,弗朗西斯疯狂版,我知道你们不会理解的。,I know you won't understand.
AvgDialog_19075_Content_37,agVo,avg章4_AvgDialog_C_M.csv,658,AvgDialog,Content,,她低沉地呢喃着，声音几不可闻。,"She murmured in a low voice, barely audible."
AvgDialog_19075_Content_38,agVp,avg章4_AvgDialog_C_M.csv,659,AvgDialog,Content,,在齿缝间的絮语循环到第三遍时，你们终于辨别出了那音调——,"When the murmurs between her teeth looped for the third time, you finally identified the tone—"
AvgDialog_19075_Content_39,agVq,avg章4_AvgDialog_C_M.csv,660,AvgDialog,Content,,<Italic:@2——@1——>,<Italic:@2—@1—>
AvgDialog_19075_Content_40,agVs,avg章4_AvgDialog_C_M.csv,661,AvgDialog,Content,,<Italic:@2——@1——>,<Italic:@2—@1—>
AvgDialog_19075_Content_41,agVt,avg章4_AvgDialog_C_M.csv,662,AvgDialog,Content,,<Italic:@2——@1——>,<Italic:@2—@1—>
AvgDialog_19075_Content_42,agVu,avg章4_AvgDialog_C_M.csv,663,AvgDialog,Content,,沉睡的怪物苏醒了，原本平躺着的莉莉动作僵硬地起身，眼中泛着诡异的莹绿色光泽……,"The sleeping monster awakens. Lily, who was lying flat, rises stiffly, her eyes glowing with an eerie green light…"
AvgDialog_19075_Content_43,agVv,avg章4_AvgDialog_C_M.csv,664,AvgDialog,Content,诡异的语言,<Change>回归初源的巢穴吧,<Change>Return to the primal nest
AvgDialog_19075_Content_44,agVw,avg章4_AvgDialog_C_M.csv,665,AvgDialog,Content,诡异的语言,<Change>回归永恒的世界吧,<Change>Return to the eternal world
AvgDialog_19075_Content_45,agVx,avg章4_AvgDialog_C_M.csv,666,AvgDialog,Content,诡异的语言,<Change>回归母亲的怀抱吧,<Change>Return to your mother's embrace.
AvgDialog_19075_Content_46,agVy,avg章4_AvgDialog_C_M.csv,667,AvgDialog,Content,诡异的语言,<Change>为了母亲 消灭他们,"<Change>For Mother, eliminate them."
AvgDialog_19075_Content_47,agVz,avg章4_AvgDialog_C_M.csv,668,AvgDialog,Content,库姆,嘶——,Hiss—
AvgDialog_19075_Content_48,agVA,avg章4_AvgDialog_C_M.csv,669,AvgDialog,Content,玩家,拉蒙娜，想办法唤醒莉莉！,"Ramona, find a way to awaken Lily!"
AvgDialog_19075_Content_49,agVB,avg章4_AvgDialog_C_M.csv,670,AvgDialog,Content,拉蒙娜,明白！,Understood!
AvgDialog_19038_Content_1,agGh,avg章4_AvgDialog_C_M.csv,671,AvgDialog,Content,玩家,莉莉，快醒过来，是我，%player%，还有拉蒙娜！,"Lily, wake up! It's me, %player%, and Ramona!"
AvgDialog_19038_Content_2,agGi,avg章4_AvgDialog_C_M.csv,672,AvgDialog,Content,莉莉,……%player%大%brotherorsister1%……,"...{Male=Big brother,Female=Big sister} %player%..."
AvgDialog_19077_Content_1,agWI,avg章4_AvgDialog_C_M.csv,673,AvgDialog,Content,萝坦,我不明白你们的想法，总之，只要一次性刺穿更多脓球就好了吧？,"I don't get what you guys are thinking. Anyway, as long as I pop more of these pustules at once, that's fine, right?"
AvgDialog_19077_Content_2,agWJ,avg章4_AvgDialog_C_M.csv,674,AvgDialog,Content,莉莉,……保护……母亲……,...Protect...Mother...
AvgDialog_19034_Content_1,agDM,avg章4_AvgDialog_C_M.csv,675,AvgDialog,Content,拉蒙娜,莉莉，让开，我们并不想伤害弗朗西斯！,"Lily, step aside. We don't want to harm Francis!"
AvgDialog_19034_Content_2,agDN,avg章4_AvgDialog_C_M.csv,676,AvgDialog,Content,拉蒙娜,不要让你的母亲一错再错了！,Don't let your mother keep repeating her mistakes!
AvgDialog_19034_Content_3,agDO,avg章4_AvgDialog_C_M.csv,677,AvgDialog,Content,莉莉,母……亲……,Mo... ther...
AvgDialog_19055_Content_1,agKz,avg章4_AvgDialog_C_M.csv,678,AvgDialog,Content,莉莉,<Shake:母……亲……>,<Shake:Mo...ther...>
AvgDialog_19055_Content_2,agKK,avg章4_AvgDialog_C_M.csv,679,AvgDialog,Content,拉蒙娜,莉莉，你根本不想跟我们战斗，对不对？,"Lily, you don't really want to battle us, do you?"
AvgDialog_19055_Content_3,agKV,avg章4_AvgDialog_C_M.csv,680,AvgDialog,Content,莉莉,<Shake:这是……主人的……命令……>,<Shake:This... is the... master's... command...>
AvgDialog_19055_Content_4,agKY,avg章4_AvgDialog_C_M.csv,681,AvgDialog,Content,拉蒙娜,莉莉，你根本不想听从主人的话！,"Lily, you don't want to obey your master at all!"
